"","spp","plate","trt","dayGerm","variable","stemLen","day","spptrt","ID","phylo"
"1347","pim","P04","ctrl","0","stem9",35.55978963,9,"pimctrl","pimP04","pim"
"1348","chi","P04","ctrl","0","stem9",5.891823936,9,"chictrl","chiP04","chi"
"1349","lyc","P04","ctrl","0","stem9",71.66803154,9,"lycctrl","lycP04","lyc"
"1350","hab","P04","ctrl","1","stem9",23.9395149,9,"habctrl","habP04","hab"
"1351","oid","P05","ctrl","3","stem9",46.80765253,9,"oidctrl","oidP05","oid"
"1352","sit","P05","ctrl","1","stem9",30.01672826,9,"sitctrl","sitP05","sit"
"1353","chi","P05","ctrl","0","stem9",33.6530152,9,"chictrl","chiP05","chi"
"1354","lyc","P05","ctrl","0","stem9",72.14765722,9,"lycctrl","lycP05","lyc"
"1355","hab","P05","ctrl","1","stem9",24.19815475,9,"habctrl","habP05","hab"
"1356","arc","P05","ctrl","0","stem9",20.42009942,9,"arcctrl","arcP05","arc"
"1357","pim","P05","ctrl","0","stem9",35.32789854,9,"pimctrl","pimP05","pim"
"1359","chm","P05","ctrl","1","stem9",26.70996535,9,"chmctrl","chmP05","chm"
"1360","oid","P06","ctrl","0","stem9",76.87930552,9,"oidctrl","oidP06","oid"
"1361","sit","P06","ctrl","1","stem9",12.89361816,9,"sitctrl","sitP06","sit"
"1362","chi","P06","ctrl","0","stem9",11.15042263,9,"chictrl","chiP06","chi"
"1363","per","P06","ctrl","0","stem9",9.972243027,9,"perctrl","perP06","per"
"1364","lyc","P06","ctrl","0","stem9",57.02669114,9,"lycctrl","lycP06","lyc"
"1365","pim","P06","ctrl","0","stem9",46.55846454,9,"pimctrl","pimP06","pim"
"1366","hab","P06","ctrl","1","stem9",23.64815927,9,"habctrl","habP06","hab"
"1367","lyc","P07","ctrl","1","stem9",17.18339767,9,"lycctrl","lycP07","lyc"
"1368","chm","P07","ctrl","0","stem9",23.17161999,9,"chmctrl","chmP07","chm"
"1369","hab","P07","ctrl","0","stem9",24.09856709,9,"habctrl","habP07","hab"
"1370","pim","P07","ctrl","0","stem9",28.66180114,9,"pimctrl","pimP07","pim"
"1372","sit","P07","ctrl","0","stem9",11.05865384,9,"sitctrl","sitP07","sit"
"1373","chi","P07","ctrl","0","stem9",22.9249142,9,"chictrl","chiP07","chi"
"1374","per","P07","ctrl","3","stem9",22.14550155,9,"perctrl","perP07","per"
"1375","chm","P08","ctrl","1","stem9",14.86623567,9,"chmctrl","chmP08","chm"
"1376","pen","P08","ctrl","0","stem9",15.39956461,9,"penctrl","penP08","pen"
"1377","hab","P08","ctrl","1","stem9",23.23993218,9,"habctrl","habP08","hab"
"1378","sit","P08","ctrl","1","stem9",11.09795393,9,"sitctrl","sitP08","sit"
"1379","lyc","P08","ctrl","2","stem9",10.31675072,9,"lycctrl","lycP08","lyc"
"1380","per","P08","ctrl","1","stem9",30.76384145,9,"perctrl","perP08","per"
"1381","oid","P08","ctrl","1","stem9",54.92403355,9,"oidctrl","oidP08","oid"
"1382","pim","P08","ctrl","0","stem9",45.7626892,9,"pimctrl","pimP08","pim"
"1383","chi","P08","ctrl","0","stem9",19.63769846,9,"chictrl","chiP08","chi"
"1384","sit","P09","ctrl","0","stem9",19.81454885,9,"sitctrl","sitP09","sit"
"1385","oid","P09","ctrl","3","stem9",69.41758014,9,"oidctrl","oidP09","oid"
"1386","pim","P09","ctrl","0","stem9",31.72082946,9,"pimctrl","pimP09","pim"
"1387","pen","P09","ctrl","0","stem9",16.70788718,9,"penctrl","penP09","pen"
"1388","lyc","P09","ctrl","1","stem9",41.43721039,9,"lycctrl","lycP09","lyc"
"1389","chi","P09","ctrl","0","stem9",20.01032913,9,"chictrl","chiP09","chi"
"1390","per","P09","ctrl","1","stem9",12.02819318,9,"perctrl","perP09","per"
"1391","hab","P09","ctrl","1","stem9",25.40195142,9,"habctrl","habP09","hab"
"1392","sit","P10","ctrl","1","stem9",19.33265981,9,"sitctrl","sitP10","sit"
"1393","hab","P10","ctrl","1","stem9",25.87591872,9,"habctrl","habP10","hab"
"1394","chi","P10","ctrl","0","stem9",28.75007202,9,"chictrl","chiP10","chi"
"1395","per","P10","ctrl","3","stem9",18.91271975,9,"perctrl","perP10","per"
"1396","pim","P10","ctrl","0","stem9",32.65744726,9,"pimctrl","pimP10","pim"
"1397","chm","P10","ctrl","0","stem9",19.31074641,9,"chmctrl","chmP10","chm"
"1398","arc","P10","ctrl","0","stem9",24.21811343,9,"arcctrl","arcP10","arc"
"1399","oid","P10","ctrl","3","stem9",63.80548087,9,"oidctrl","oidP10","oid"
"1400","lyc","P10","ctrl","0","stem9",54.22393643,9,"lycctrl","lycP10","lyc"
"1401","pen","P10","ctrl","1","stem9",15.02960881,9,"penctrl","penP10","pen"
"1402","chi","P11","cold","0","stem9",9.524098567,9,"chicold","chiP11","chi"
"1403","chm","P11","cold","1","stem9",12.40905425,9,"chmcold","chmP11","chm"
"1404","pim","P11","cold","0","stem9",13.26707188,9,"pimcold","pimP11","pim"
"1405","hab","P11","cold","1","stem9",3.713755442,9,"habcold","habP11","hab"
"1407","sit","P11","cold","1","stem9",8.658879351,9,"sitcold","sitP11","sit"
"1408","per","P11","cold","4","stem9",2.979081255,9,"percold","perP11","per"
"1409","arc","P11","cold","0","stem9",12.67510144,9,"arccold","arcP11","arc"
"1410","oid","P11","cold","2","stem9",14.48487816,9,"oidcold","oidP11","oid"
"1411","lyc","P12","cold","0","stem9",19.69078444,9,"lyccold","lycP12","lyc"
"1413","pen","P12","cold","1","stem9",9.060727895,9,"pencold","penP12","pen"
"1414","hab","P12","cold","1","stem9",10.36400935,9,"habcold","habP12","hab"
"1415","chm","P12","cold","1","stem9",10.73921202,9,"chmcold","chmP12","chm"
"1416","per","P12","cold","3","stem9",5.105894519,9,"percold","perP12","per"
"1417","sit","P12","cold","1","stem9",8.793960544,9,"sitcold","sitP12","sit"
"1418","chi","P12","cold","1","stem9",4.598521823,9,"chicold","chiP12","chi"
"1419","pim","P13","cold","0","stem9",9.311548876,9,"pimcold","pimP13","pim"
"1420","oid","P13","cold","3","stem9",4.968459152,9,"oidcold","oidP13","oid"
"1421","hab","P13","cold","1","stem9",11.54311487,9,"habcold","habP13","hab"
"1422","arc","P13","cold","1","stem9",8.100344853,9,"arccold","arcP13","arc"
"1423","chi","P13","cold","0","stem9",7.396338302,9,"chicold","chiP13","chi"
"1424","sit","P13","cold","1","stem9",8.129974239,9,"sitcold","sitP13","sit"
"1426","chm","P13","cold","1","stem9",10.03160468,9,"chmcold","chmP13","chm"
"1427","chm","P14","cold","1","stem9",10.7429157,9,"chmcold","chmP14","chm"
"1428","hab","P14","cold","1","stem9",11.52253891,9,"habcold","habP14","hab"
"1430","arc","P14","cold","1","stem9",11.15793286,9,"arccold","arcP14","arc"
"1431","per","P14","cold","0","stem9",14.64051736,9,"percold","perP14","per"
"1432","chi","P14","cold","0","stem9",9.587575411,9,"chicold","chiP14","chi"
"1433","pim","P14","cold","0","stem9",12.61275627,9,"pimcold","pimP14","pim"
"1434","sit","P14","cold","1","stem9",6.483074213,9,"sitcold","sitP14","sit"
"1436","chm","P15","cold","0","stem9",10.20742628,9,"chmcold","chmP15","chm"
"1437","arc","P15","cold","0","stem9",10.49394655,9,"arccold","arcP15","arc"
"1438","per","P15","cold","1","stem9",6.680912091,9,"percold","perP15","per"
"1439","sit","P15","cold","1","stem9",7.469897367,9,"sitcold","sitP15","sit"
"1440","hab","P15","cold","1","stem9",11.31472169,9,"habcold","habP15","hab"
"1441","chi","P15","cold","1","stem9",8.611760397,9,"chicold","chiP15","chi"
"1442","lyc","P15","cold","0","stem9",22.71020403,9,"lyccold","lycP15","lyc"
"1443","pim","P15","cold","1","stem9",7.661973976,9,"pimcold","pimP15","pim"
"1444","oid","P15","cold","1","stem9",8.975852051,9,"oidcold","oidP15","oid"
"1445","chi","P16","cold","1","stem9",7.686356491,9,"chicold","chiP16","chi"
"1446","per","P16","cold","4","stem9",9.524245121,9,"percold","perP16","per"
"1447","oid","P16","cold","3","stem9",7.351085832,9,"oidcold","oidP16","oid"
"1448","pim","P16","cold","0","stem9",9.979856133,9,"pimcold","pimP16","pim"
"1449","chm","P16","cold","1","stem9",10.76081678,9,"chmcold","chmP16","chm"
"1450","sit","P16","cold","1","stem9",7.47401256,9,"sitcold","sitP16","sit"
"1451","arc","P16","cold","1","stem9",10.98355158,9,"arccold","arcP16","arc"
"1452","hab","P16","cold","1","stem9",12.15596991,9,"habcold","habP16","hab"
"1453","lyc","P16","cold","0","stem9",19.02998741,9,"lyccold","lycP16","lyc"
"1454","chi","P17","cold","1","stem9",8.798487255,9,"chicold","chiP17","chi"
"1455","sit","P17","cold","1","stem9",9.746216081,9,"sitcold","sitP17","sit"
"1456","chm","P17","cold","1","stem9",12.76882495,9,"chmcold","chmP17","chm"
"1457","arc","P17","cold","1","stem9",10.22861952,9,"arccold","arcP17","arc"
"1458","oid","P17","cold","2","stem9",8.633215158,9,"oidcold","oidP17","oid"
"1459","hab","P17","cold","1","stem9",11.52223027,9,"habcold","habP17","hab"
"1460","pim","P17","cold","1","stem9",6.815684645,9,"pimcold","pimP17","pim"
"1461","pim","P18","cold","0","stem9",13.08322565,9,"pimcold","pimP18","pim"
"1462","arc","P18","cold","1","stem9",12.40658513,9,"arccold","arcP18","arc"
"1463","oid","P18","cold","1","stem9",12.12500309,9,"oidcold","oidP18","oid"
"1464","hab","P18","cold","1","stem9",11.78354499,9,"habcold","habP18","hab"
"1465","pen","P18","cold","1","stem9",5.371046329,9,"pencold","penP18","pen"
"1466","chm","P18","cold","0","stem9",9.849301652,9,"chmcold","chmP18","chm"
"1467","chi","P18","cold","1","stem9",5.232364343,9,"chicold","chiP18","chi"
"1468","sit","P18","cold","1","stem9",6.474329429,9,"sitcold","sitP18","sit"
"1469","hab","P19","cold","1","stem9",12.02819318,9,"habcold","habP19","hab"
"1470","per","P19","cold","4","stem9",9.452831993,9,"percold","perP19","per"
"1471","oid","P19","cold","4","stem9",9.222168631,9,"oidcold","oidP19","oid"
"1472","chi","P19","cold","0","stem9",8.328532275,9,"chicold","chiP19","chi"
"1473","arc","P19","cold","1","stem9",10.3051621,9,"arccold","arcP19","arc"
"1474","pim","P19","cold","0","stem9",11.04239883,9,"pimcold","pimP19","pim"
"1475","sit","P19","cold","1","stem9",6.321552909,9,"sitcold","sitP19","sit"
"1476","chm","P19","cold","1","stem9",14.51448959,9,"chmcold","chmP19","chm"
"1477","sit","P20","cold","1","stem9",3.865914684,9,"sitcold","sitP20","sit"
"1478","chm","P20","cold","1","stem9",12.41481552,9,"chmcold","chmP20","chm"
"1479","chi","P20","cold","1","stem9",6.866918791,9,"chicold","chiP20","chi"
"1480","hab","P20","cold","1","stem9",20.48121003,9,"habcold","habP20","hab"
"1481","oid","P20","cold","1","stem9",20.2790512,9,"oidcold","oidP20","oid"
"1482","per","P20","cold","2","stem9",5.555428782,9,"percold","perP20","per"
"1483","lyc","P20","cold","0","stem9",15.83989021,9,"lyccold","lycP20","lyc"
"1484","pim","P20","cold","0","stem9",10.51493403,9,"pimcold","pimP20","pim"
"1486","oid","P01","ctrl","2","stem10",45.8737332,10,"oidctrl","oidP01","oid"
"1487","chi","P01","ctrl","1","stem10",20.03387608,10,"chictrl","chiP01","chi"
"1488","pim","P01","ctrl","0","stem10",43.80314531,10,"pimctrl","pimP01","pim"
"1489","arc","P01","ctrl","3","stem10",16.30277503,10,"arcctrl","arcP01","arc"
"1490","hab","P01","ctrl","1","stem10",17.60373902,10,"habctrl","habP01","hab"
"1491","sit","P01","ctrl","1","stem10",12.2656109,10,"sitctrl","sitP01","sit"
"1492","chm","P01","ctrl","0","stem10",22.54325787,10,"chmctrl","chmP01","chm"
"1493","chm","P02","ctrl","1","stem10",19.06053509,10,"chmctrl","chmP02","chm"
"1495","oid","P02","ctrl","3","stem10",60.37080773,10,"oidctrl","oidP02","oid"
"1496","sit","P02","ctrl","1","stem10",24.85131241,10,"sitctrl","sitP02","sit"
"1497","pim","P02","ctrl","0","stem10",40.96454525,10,"pimctrl","pimP02","pim"
"1498","lyc","P02","ctrl","0","stem10",52.78725695,10,"lycctrl","lycP02","lyc"
"1499","hab","P02","ctrl","1","stem10",24.77061556,10,"habctrl","habP02","hab"
"1500","chi","P02","ctrl","1","stem10",16.54544851,10,"chictrl","chiP02","chi"
"1501","lyc","P03","ctrl","2","stem10",26.03174767,10,"lycctrl","lycP03","lyc"
"1502","pim","P03","ctrl","0","stem10",40.83852124,10,"pimctrl","pimP03","pim"
"1503","chm","P03","ctrl","0","stem10",23.9013092,10,"chmctrl","chmP03","chm"
"1504","oid","P03","ctrl","1","stem10",15.52346121,10,"oidctrl","oidP03","oid"
"1505","hab","P03","ctrl","1","stem10",26.52841712,10,"habctrl","habP03","hab"
"1507","chi","P03","ctrl","1","stem10",29.54759974,10,"chictrl","chiP03","chi"
"1508","sit","P04","ctrl","1","stem10",14.79418153,10,"sitctrl","sitP04","sit"
"1509","per","P04","ctrl","3","stem10",10.68982794,10,"perctrl","perP04","per"
"1510","oid","P04","ctrl","2","stem10",30.72099276,10,"oidctrl","oidP04","oid"
"1512","pim","P04","ctrl","0","stem10",38.70254392,10,"pimctrl","pimP04","pim"
"1513","chi","P04","ctrl","0","stem10",5.785902322,10,"chictrl","chiP04","chi"
"1514","lyc","P04","ctrl","0","stem10",77.18322335,10,"lycctrl","lycP04","lyc"
"1515","hab","P04","ctrl","1","stem10",24.69417136,10,"habctrl","habP04","hab"
"1516","oid","P05","ctrl","3","stem10",48.16228139,10,"oidctrl","oidP05","oid"
"1517","sit","P05","ctrl","1","stem10",31.18923101,10,"sitctrl","sitP05","sit"
"1518","chi","P05","ctrl","0","stem10",35.69248897,10,"chictrl","chiP05","chi"
"1519","lyc","P05","ctrl","0","stem10",75.14516099,10,"lycctrl","lycP05","lyc"
"1520","hab","P05","ctrl","1","stem10",25.5805921,10,"habctrl","habP05","hab"
"1521","arc","P05","ctrl","0","stem10",22.04673364,10,"arcctrl","arcP05","arc"
"1522","pim","P05","ctrl","0","stem10",40.48918061,10,"pimctrl","pimP05","pim"
"1524","chm","P05","ctrl","1","stem10",28.09681963,10,"chmctrl","chmP05","chm"
"1525","oid","P06","ctrl","0","stem10",81.96207455,10,"oidctrl","oidP06","oid"
"1526","sit","P06","ctrl","1","stem10",13.11759544,10,"sitctrl","sitP06","sit"
"1527","chi","P06","ctrl","0","stem10",12.4614408,10,"chictrl","chiP06","chi"
"1528","per","P06","ctrl","0","stem10",11.75093507,10,"perctrl","perP06","per"
"1529","lyc","P06","ctrl","0","stem10",60.51175083,10,"lycctrl","lycP06","lyc"
"1530","pim","P06","ctrl","0","stem10",50.87615211,10,"pimctrl","pimP06","pim"
"1531","hab","P06","ctrl","1","stem10",25.67664002,10,"habctrl","habP06","hab"
"1532","lyc","P07","ctrl","1","stem10",18.16892818,10,"lycctrl","lycP07","lyc"
"1533","chm","P07","ctrl","0","stem10",25.38476219,10,"chmctrl","chmP07","chm"
"1534","hab","P07","ctrl","0","stem10",25.08489766,10,"habctrl","habP07","hab"
"1535","pim","P07","ctrl","0","stem10",31.23352093,10,"pimctrl","pimP07","pim"
"1537","sit","P07","ctrl","0","stem10",13.04322572,10,"sitctrl","sitP07","sit"
"1538","chi","P07","ctrl","0","stem10",24.10087314,10,"chictrl","chiP07","chi"
"1539","per","P07","ctrl","3","stem10",24.08337561,10,"perctrl","perP07","per"
"1540","chm","P08","ctrl","1","stem10",15.30138927,10,"chmctrl","chmP08","chm"
"1541","pen","P08","ctrl","0","stem10",17.93886954,10,"penctrl","penP08","pen"
"1542","hab","P08","ctrl","1","stem10",24.11197155,10,"habctrl","habP08","hab"
"1543","sit","P08","ctrl","1","stem10",11.33106248,10,"sitctrl","sitP08","sit"
"1544","lyc","P08","ctrl","2","stem10",13.91044467,10,"lycctrl","lycP08","lyc"
"1545","per","P08","ctrl","1","stem10",33.44283074,10,"perctrl","perP08","per"
"1546","oid","P08","ctrl","1","stem10",55.15889398,10,"oidctrl","oidP08","oid"
"1547","pim","P08","ctrl","0","stem10",49.58157954,10,"pimctrl","pimP08","pim"
"1548","chi","P08","ctrl","0","stem10",21.0329405,10,"chictrl","chiP08","chi"
"1549","sit","P09","ctrl","0","stem10",21.81885319,10,"sitctrl","sitP09","sit"
"1550","oid","P09","ctrl","3","stem10",68.07271873,10,"oidctrl","oidP09","oid"
"1551","pim","P09","ctrl","0","stem10",33.01206719,10,"pimctrl","pimP09","pim"
"1552","pen","P09","ctrl","0","stem10",18.53144169,10,"penctrl","penP09","pen"
"1553","lyc","P09","ctrl","1","stem10",44.82036133,10,"lycctrl","lycP09","lyc"
"1554","chi","P09","ctrl","0","stem10",22.3997046,10,"chictrl","chiP09","chi"
"1555","per","P09","ctrl","1","stem10",12.91823894,10,"perctrl","perP09","per"
"1556","hab","P09","ctrl","1","stem10",26.83263804,10,"habctrl","habP09","hab"
"1557","sit","P10","ctrl","1","stem10",20.4194162,10,"sitctrl","sitP10","sit"
"1558","hab","P10","ctrl","1","stem10",26.49470699,10,"habctrl","habP10","hab"
"1559","chi","P10","ctrl","0","stem10",30.18020915,10,"chictrl","chiP10","chi"
"1560","per","P10","ctrl","3","stem10",19.79546948,10,"perctrl","perP10","per"
"1561","pim","P10","ctrl","0","stem10",33.46689458,10,"pimctrl","pimP10","pim"
"1562","chm","P10","ctrl","0","stem10",20.37792682,10,"chmctrl","chmP10","chm"
"1563","arc","P10","ctrl","0","stem10",26.16652595,10,"arcctrl","arcP10","arc"
"1564","oid","P10","ctrl","3","stem10",64.48293569,10,"oidctrl","oidP10","oid"
"1565","lyc","P10","ctrl","0","stem10",55.63975596,10,"lycctrl","lycP10","lyc"
"1566","pen","P10","ctrl","1","stem10",17.15534248,10,"penctrl","penP10","pen"
"1567","chi","P11","cold","0","stem10",10.08420271,10,"chicold","chiP11","chi"
"1568","chm","P11","cold","1","stem10",14.66338624,10,"chmcold","chmP11","chm"
"1569","pim","P11","cold","0","stem10",13.28396788,10,"pimcold","pimP11","pim"
"1570","hab","P11","cold","1","stem10",3.840257566,10,"habcold","habP11","hab"
"1572","sit","P11","cold","1","stem10",8.241347907,10,"sitcold","sitP11","sit"
"1574","arc","P11","cold","0","stem10",12.92591448,10,"arccold","arcP11","arc"
"1575","oid","P11","cold","2","stem10",15.63991727,10,"oidcold","oidP11","oid"
"1576","lyc","P12","cold","0","stem10",21.59688498,10,"lyccold","lycP12","lyc"
"1578","pen","P12","cold","1","stem10",9.437901799,10,"pencold","penP12","pen"
"1579","hab","P12","cold","1","stem10",10.64742112,10,"habcold","habP12","hab"
"1580","chm","P12","cold","1","stem10",11.16085227,10,"chmcold","chmP12","chm"
"1581","per","P12","cold","3","stem10",5.221162402,10,"percold","perP12","per"
"1582","sit","P12","cold","1","stem10",8.871156786,10,"sitcold","sitP12","sit"
"1583","chi","P12","cold","1","stem10",5.875104501,10,"chicold","chiP12","chi"
"1584","pim","P13","cold","0","stem10",9.50469971,10,"pimcold","pimP13","pim"
"1585","oid","P13","cold","3","stem10",5.411077663,10,"oidcold","oidP13","oid"
"1586","hab","P13","cold","1","stem10",11.77665849,10,"habcold","habP13","hab"
"1587","arc","P13","cold","1","stem10",9.344135786,10,"arccold","arcP13","arc"
"1588","chi","P13","cold","0","stem10",7.519225144,10,"chicold","chiP13","chi"
"1589","sit","P13","cold","1","stem10",8.232635136,10,"sitcold","sitP13","sit"
"1591","chm","P13","cold","1","stem10",10.88847446,10,"chmcold","chmP13","chm"
"1592","chm","P14","cold","1","stem10",11.78806807,10,"chmcold","chmP14","chm"
"1593","hab","P14","cold","1","stem10",11.97062137,10,"habcold","habP14","hab"
"1595","arc","P14","cold","1","stem10",11.1605411,10,"arccold","arcP14","arc"
"1596","per","P14","cold","0","stem10",15.71534962,10,"percold","perP14","per"
"1597","chi","P14","cold","0","stem10",10.44329334,10,"chicold","chiP14","chi"
"1598","pim","P14","cold","0","stem10",13.04011401,10,"pimcold","pimP14","pim"
"1599","sit","P14","cold","1","stem10",6.538312336,10,"sitcold","sitP14","sit"
"1601","chm","P15","cold","0","stem10",11.01854368,10,"chmcold","chmP15","chm"
"1602","arc","P15","cold","0","stem10",11.01854368,10,"arccold","arcP15","arc"
"1603","per","P15","cold","1","stem10",6.751360333,10,"percold","perP15","per"
"1604","sit","P15","cold","1","stem10",7.296012248,10,"sitcold","sitP15","sit"
"1605","hab","P15","cold","1","stem10",12.34101786,10,"habcold","habP15","hab"
"1606","chi","P15","cold","1","stem10",8.764943958,10,"chicold","chiP15","chi"
"1607","lyc","P15","cold","0","stem10",24.77652779,10,"lyccold","lycP15","lyc"
"1608","pim","P15","cold","1","stem10",8.98203717,10,"pimcold","pimP15","pim"
"1609","oid","P15","cold","1","stem10",10.27266824,10,"oidcold","oidP15","oid"
"1610","chi","P16","cold","1","stem10",7.863898218,10,"chicold","chiP16","chi"
"1612","oid","P16","cold","3","stem10",8.423526623,10,"oidcold","oidP16","oid"
"1613","pim","P16","cold","0","stem10",10.99053835,10,"pimcold","pimP16","pim"
"1614","chm","P16","cold","1","stem10",11.55873549,10,"chmcold","chmP16","chm"
"1615","sit","P16","cold","1","stem10",7.62388212,10,"sitcold","sitP16","sit"
"1616","arc","P16","cold","1","stem10",10.92031756,10,"arccold","arcP16","arc"
"1617","hab","P16","cold","1","stem10",13.52543611,10,"habcold","habP16","hab"
"1618","lyc","P16","cold","0","stem10",20.42491355,10,"lyccold","lycP16","lyc"
"1619","chi","P17","cold","1","stem10",8.859954652,10,"chicold","chiP17","chi"
"1620","sit","P17","cold","1","stem10",9.650016285,10,"sitcold","sitP17","sit"
"1621","chm","P17","cold","1","stem10",12.93286395,10,"chmcold","chmP17","chm"
"1622","arc","P17","cold","1","stem10",10.62833601,10,"arccold","arcP17","arc"
"1623","oid","P17","cold","2","stem10",7.804653568,10,"oidcold","oidP17","oid"
"1624","hab","P17","cold","1","stem10",12.51475466,10,"habcold","habP17","hab"
"1625","pim","P17","cold","1","stem10",7.530219832,10,"pimcold","pimP17","pim"
"1626","pim","P18","cold","0","stem10",13.29268065,10,"pimcold","pimP18","pim"
"1627","arc","P18","cold","1","stem10",12.5966962,10,"arccold","arcP18","arc"
"1628","oid","P18","cold","1","stem10",12.46787166,10,"oidcold","oidP18","oid"
"1629","hab","P18","cold","1","stem10",12.87457136,10,"habcold","habP18","hab"
"1630","pen","P18","cold","1","stem10",4.874587959,10,"pencold","penP18","pen"
"1631","chm","P18","cold","0","stem10",10.29019751,10,"chmcold","chmP18","chm"
"1632","chi","P18","cold","1","stem10",5.485519167,10,"chicold","chiP18","chi"
"1633","sit","P18","cold","1","stem10",7.085557337,10,"sitcold","sitP18","sit"
"1634","hab","P19","cold","1","stem10",12.59783716,10,"habcold","habP19","hab"
"1637","chi","P19","cold","0","stem10",8.811723241,10,"chicold","chiP19","chi"
"1638","arc","P19","cold","1","stem10",11.15307302,10,"arccold","arcP19","arc"
"1639","pim","P19","cold","0","stem10",10.57450353,10,"pimcold","pimP19","pim"
"1640","sit","P19","cold","1","stem10",5.979657754,10,"sitcold","sitP19","sit"
"1641","chm","P19","cold","1","stem10",14.46766006,10,"chmcold","chmP19","chm"
"1642","sit","P20","cold","1","stem10",4.953832686,10,"sitcold","sitP20","sit"
"1643","chm","P20","cold","1","stem10",13.60053189,10,"chmcold","chmP20","chm"
"1644","chi","P20","cold","1","stem10",7.039504119,10,"chicold","chiP20","chi"
"1645","hab","P20","cold","1","stem10",22.3709732,10,"habcold","habP20","hab"
"1646","oid","P20","cold","1","stem10",20.87787392,10,"oidcold","oidP20","oid"
"1647","per","P20","cold","2","stem10",5.505067218,10,"percold","perP20","per"
"1648","lyc","P20","cold","0","stem10",17.44027084,10,"lyccold","lycP20","lyc"
"1649","pim","P20","cold","0","stem10",11.59441636,10,"pimcold","pimP20","pim"
"1651","oid","P01","ctrl","2","stem11",49.43150161,11,"oidctrl","oidP01","oid"
"1652","chi","P01","ctrl","1","stem11",20.0630817,11,"chictrl","chiP01","chi"
"1653","pim","P01","ctrl","0","stem11",45.90227508,11,"pimctrl","pimP01","pim"
"1655","hab","P01","ctrl","1","stem11",17.90548087,11,"habctrl","habP01","hab"
"1656","sit","P01","ctrl","1","stem11",17.83257497,11,"sitctrl","sitP01","sit"
"1657","chm","P01","ctrl","0","stem11",24.10051706,11,"chmctrl","chmP01","chm"
"1658","chm","P02","ctrl","1","stem11",30.14467425,11,"chmctrl","chmP02","chm"
"1661","sit","P02","ctrl","1","stem11",25.68645295,11,"sitctrl","sitP02","sit"
"1662","pim","P02","ctrl","0","stem11",43.76204757,11,"pimctrl","pimP02","pim"
"1663","lyc","P02","ctrl","0","stem11",55.53650465,11,"lycctrl","lycP02","lyc"
"1664","hab","P02","ctrl","1","stem11",26.47114788,11,"habctrl","habP02","hab"
"1665","chi","P02","ctrl","1","stem11",19.1033092,11,"chictrl","chiP02","chi"
"1666","lyc","P03","ctrl","2","stem11",27.24686281,11,"lycctrl","lycP03","lyc"
"1667","pim","P03","ctrl","0","stem11",44.11975181,11,"pimctrl","pimP03","pim"
"1668","chm","P03","ctrl","0","stem11",25.27973113,11,"chmctrl","chmP03","chm"
"1669","oid","P03","ctrl","1","stem11",15.50072389,11,"oidctrl","oidP03","oid"
"1670","hab","P03","ctrl","1","stem11",27.58314374,11,"habctrl","habP03","hab"
"1672","chi","P03","ctrl","1","stem11",32.57156153,11,"chictrl","chiP03","chi"
"1673","sit","P04","ctrl","1","stem11",14.52388831,11,"sitctrl","sitP04","sit"
"1675","oid","P04","ctrl","2","stem11",31.37926088,11,"oidctrl","oidP04","oid"
"1677","pim","P04","ctrl","0","stem11",40.0688728,11,"pimctrl","pimP04","pim"
"1678","chi","P04","ctrl","0","stem11",6.088831437,11,"chictrl","chiP04","chi"
"1679","lyc","P04","ctrl","0","stem11",79.68717684,11,"lycctrl","lycP04","lyc"
"1680","hab","P04","ctrl","1","stem11",26.65749741,11,"habctrl","habP04","hab"
"1682","sit","P05","ctrl","1","stem11",34.10961737,11,"sitctrl","sitP05","sit"
"1683","chi","P05","ctrl","0","stem11",39.78066184,11,"chictrl","chiP05","chi"
"1684","lyc","P05","ctrl","0","stem11",75.64033092,11,"lycctrl","lycP05","lyc"
"1685","hab","P05","ctrl","1","stem11",25.82006205,11,"habctrl","habP05","hab"
"1686","arc","P05","ctrl","0","stem11",24.47900724,11,"arcctrl","arcP05","arc"
"1687","pim","P05","ctrl","0","stem11",42.9630817,11,"pimctrl","pimP05","pim"
"1689","chm","P05","ctrl","1","stem11",28.3221303,11,"chmctrl","chmP05","chm"
"1690","oid","P06","ctrl","0","stem11",85.12905895,11,"oidctrl","oidP06","oid"
"1691","sit","P06","ctrl","1","stem11",13.22709411,11,"sitctrl","sitP06","sit"
"1692","chi","P06","ctrl","0","stem11",13.40910031,11,"chictrl","chiP06","chi"
"1693","per","P06","ctrl","0","stem11",12.01013444,11,"perctrl","perP06","per"
"1694","lyc","P06","ctrl","0","stem11",62.7901758,11,"lycctrl","lycP06","lyc"
"1695","pim","P06","ctrl","0","stem11",53.1262668,11,"pimctrl","pimP06","pim"
"1696","hab","P06","ctrl","1","stem11",26.61458118,11,"habctrl","habP06","hab"
"1697","lyc","P07","ctrl","1","stem11",18.33143744,11,"lycctrl","lycP07","lyc"
"1698","chm","P07","ctrl","0","stem11",27.0294726,11,"chmctrl","chmP07","chm"
"1699","hab","P07","ctrl","0","stem11",25.74643226,11,"habctrl","habP07","hab"
"1700","pim","P07","ctrl","0","stem11",33.75087901,11,"pimctrl","pimP07","pim"
"1702","sit","P07","ctrl","0","stem11",23.77114788,11,"sitctrl","sitP07","sit"
"1703","chi","P07","ctrl","0","stem11",25.57466391,11,"chictrl","chiP07","chi"
