"","spp","plate","trt","dayGerm","variable","stemLen","day","spptrt","ID","phylo"
"674","hab","P02","ctrl","1","stem5",17.35157252,5,"habctrl","habP02","hab"
"675","chi","P02","ctrl","1","stem5",12.31421313,5,"chictrl","chiP02","chi"
"676","lyc","P03","ctrl","2","stem5",16.35989432,5,"lycctrl","lycP03","lyc"
"677","pim","P03","ctrl","0","stem5",21.5316663,5,"pimctrl","pimP03","pim"
"678","chm","P03","ctrl","0","stem5",15.70858685,5,"chmctrl","chmP03","chm"
"679","oid","P03","ctrl","1","stem5",9.278946881,5,"oidctrl","oidP03","oid"
"680","hab","P03","ctrl","1","stem5",18.2004616,5,"habctrl","habP03","hab"
"682","chi","P03","ctrl","1","stem5",16.77713853,5,"chictrl","chiP03","chi"
"683","sit","P04","ctrl","1","stem5",10.45747769,5,"sitctrl","sitP04","sit"
"684","per","P04","ctrl","3","stem5",7.599676387,5,"perctrl","perP04","per"
"685","oid","P04","ctrl","2","stem5",13.62440082,5,"oidctrl","oidP04","oid"
"686","arc","P04","ctrl","5","stem5",5.962296607,5,"arcctrl","arcP04","arc"
"687","pim","P04","ctrl","0","stem5",22.46885403,5,"pimctrl","pimP04","pim"
"688","chi","P04","ctrl","0","stem5",7.805857275,5,"chictrl","chiP04","chi"
"689","lyc","P04","ctrl","0","stem5",46.9606933,5,"lycctrl","lycP04","lyc"
"690","hab","P04","ctrl","1","stem5",17.98168591,5,"habctrl","habP04","hab"
"691","oid","P05","ctrl","3","stem5",39.69961047,5,"oidctrl","oidP05","oid"
"692","sit","P05","ctrl","1","stem5",18.38454852,5,"sitctrl","sitP05","sit"
"693","chi","P05","ctrl","0","stem5",23.32769641,5,"chictrl","chiP05","chi"
"694","lyc","P05","ctrl","0","stem5",48.97313395,5,"lycctrl","lycP05","lyc"
"695","hab","P05","ctrl","1","stem5",19.41851,5,"habctrl","habP05","hab"
"696","arc","P05","ctrl","0","stem5",14.62535157,5,"arcctrl","arcP05","arc"
"697","pim","P05","ctrl","0","stem5",21.44543715,5,"pimctrl","pimP05","pim"
"698","per","P05","ctrl","7","stem5",10.43857291,5,"perctrl","perP05","per"
"699","chm","P05","ctrl","1","stem5",22.48363617,5,"chmctrl","chmP05","chm"
"700","oid","P06","ctrl","0","stem5",56.21697423,5,"oidctrl","oidP06","oid"
"701","sit","P06","ctrl","1","stem5",11.78964422,5,"sitctrl","sitP06","sit"
"702","chi","P06","ctrl","0","stem5",8.112833066,5,"chictrl","chiP06","chi"
"703","per","P06","ctrl","0","stem5",8.007190033,5,"perctrl","perP06","per"
"704","lyc","P06","ctrl","0","stem5",41.26414897,5,"lycctrl","lycP06","lyc"
"705","pim","P06","ctrl","0","stem5",35.27137054,5,"pimctrl","pimP06","pim"
"706","hab","P06","ctrl","1","stem5",16.8917494,5,"habctrl","habP06","hab"
"707","lyc","P07","ctrl","1","stem5",11.89104971,5,"lycctrl","lycP07","lyc"
"708","chm","P07","ctrl","0","stem5",15.8074301,5,"chmctrl","chmP07","chm"
"709","hab","P07","ctrl","0","stem5",17.9535013,5,"habctrl","habP07","hab"
"710","pim","P07","ctrl","0","stem5",20.25370096,5,"pimctrl","pimP07","pim"
"711","arc","P07","ctrl","6","stem5",11.6047887,5,"arcctrl","arcP07","arc"
"712","sit","P07","ctrl","0","stem5",10.92725413,5,"sitctrl","sitP07","sit"
"713","chi","P07","ctrl","0","stem5",17.58404633,5,"chictrl","chiP07","chi"
"714","per","P07","ctrl","3","stem5",14.73631471,5,"perctrl","perP07","per"
"715","chm","P08","ctrl","1","stem5",14.20307508,5,"chmctrl","chmP08","chm"
"716","pen","P08","ctrl","0","stem5",10.48477538,5,"penctrl","penP08","pen"
"717","hab","P08","ctrl","1","stem5",17.12028129,5,"habctrl","habP08","hab"
"718","sit","P08","ctrl","1","stem5",10.2904395,5,"sitctrl","sitP08","sit"
"719","lyc","P08","ctrl","2","stem5",3.359180274,5,"lycctrl","lycP08","lyc"
"720","per","P08","ctrl","1","stem5",27.62791972,5,"perctrl","perP08","per"
"721","oid","P08","ctrl","1","stem5",40.2794613,5,"oidctrl","oidP08","oid"
"722","pim","P08","ctrl","0","stem5",28.98028851,5,"pimctrl","pimP08","pim"
"723","chi","P08","ctrl","0","stem5",13.65643151,5,"chictrl","chiP08","chi"
"724","sit","P09","ctrl","0","stem5",15.53780385,5,"sitctrl","sitP09","sit"
"725","oid","P09","ctrl","3","stem5",48.39374046,5,"oidctrl","oidP09","oid"
"726","pim","P09","ctrl","0","stem5",21.44257927,5,"pimctrl","pimP09","pim"
"727","pen","P09","ctrl","0","stem5",9.142064257,5,"penctrl","penP09","pen"
"728","lyc","P09","ctrl","1","stem5",28.35244171,5,"lycctrl","lycP09","lyc"
"729","chi","P09","ctrl","0","stem5",13.81223528,5,"chictrl","chiP09","chi"
"730","per","P09","ctrl","1","stem5",9.552810676,5,"perctrl","perP09","per"
"731","hab","P09","ctrl","1","stem5",18.34680479,5,"habctrl","habP09","hab"
"732","sit","P10","ctrl","1","stem5",15.06231165,5,"sitctrl","sitP10","sit"
"733","hab","P10","ctrl","1","stem5",19.4967568,5,"habctrl","habP10","hab"
"734","chi","P10","ctrl","0","stem5",20.80931235,5,"chictrl","chiP10","chi"
"735","per","P10","ctrl","3","stem5",15.85633294,5,"perctrl","perP10","per"
"736","pim","P10","ctrl","0","stem5",20.69361747,5,"pimctrl","pimP10","pim"
"737","chm","P10","ctrl","0","stem5",14.9141946,5,"chmctrl","chmP10","chm"
"738","arc","P10","ctrl","0","stem5",18.85826686,5,"arcctrl","arcP10","arc"
"739","oid","P10","ctrl","3","stem5",49.82618106,5,"oidctrl","oidP10","oid"
"740","lyc","P10","ctrl","0","stem5",42.50101997,5,"lycctrl","lycP10","lyc"
"741","pen","P10","ctrl","1","stem5",11.03575504,5,"penctrl","penP10","pen"
"742","chi","P11","cold","0","stem5",8.320374323,5,"chicold","chiP11","chi"
"743","chm","P11","cold","1","stem5",8.982909874,5,"chmcold","chmP11","chm"
"744","pim","P11","cold","0","stem5",11.03003928,5,"pimcold","pimP11","pim"
"745","hab","P11","cold","1","stem5",2.222347049,5,"habcold","habP11","hab"
"746","lyc","P11","cold","5","stem5",8.251475296,5,"lyccold","lycP11","lyc"
"747","sit","P11","cold","1","stem5",5.796274506,5,"sitcold","sitP11","sit"
"748","per","P11","cold","4","stem5",3.154526309,5,"percold","perP11","per"
"749","arc","P11","cold","0","stem5",9.931233481,5,"arccold","arcP11","arc"
"750","oid","P11","cold","2","stem5",6.473209026,5,"oidcold","oidP11","oid"
"751","lyc","P12","cold","0","stem5",14.85831811,5,"lyccold","lycP12","lyc"
"752","oid","P12","cold","7","stem5",4.035263702,5,"oidcold","oidP12","oid"
"753","pen","P12","cold","1","stem5",9.725466081,5,"pencold","penP12","pen"
"754","hab","P12","cold","1","stem5",8.013004342,5,"habcold","habP12","hab"
"755","chm","P12","cold","1","stem5",8.34313882,5,"chmcold","chmP12","chm"
"756","per","P12","cold","3","stem5",3.670423675,5,"percold","perP12","per"
"757","sit","P12","cold","1","stem5",2.51739858,5,"sitcold","sitP12","sit"
"758","chi","P12","cold","1","stem5",3.93924343,5,"chicold","chiP12","chi"
"759","pim","P13","cold","0","stem5",8.234046621,5,"pimcold","pimP13","pim"
"760","oid","P13","cold","3","stem5",3.828636902,5,"oidcold","oidP13","oid"
"761","hab","P13","cold","1","stem5",8.405026716,5,"habcold","habP13","hab"
"762","arc","P13","cold","1","stem5",7.538201979,5,"arccold","arcP13","arc"
"763","chi","P13","cold","0","stem5",6.365091285,5,"chicold","chiP13","chi"
"764","sit","P13","cold","1","stem5",7.451578634,5,"sitcold","sitP13","sit"
"765","lyc","P13","cold","5","stem5",4.357577304,5,"lyccold","lycP13","lyc"
"766","chm","P13","cold","1","stem5",7.700214242,5,"chmcold","chmP13","chm"
"767","chm","P14","cold","1","stem5",7.229058141,5,"chmcold","chmP14","chm"
"768","hab","P14","cold","1","stem5",7.672029627,5,"habcold","habP14","hab"
"769","oid","P14","cold","6","stem5",0,5,"oidcold","oidP14","oid"
"770","arc","P14","cold","1","stem5",9.976861022,5,"arccold","arcP14","arc"
"771","per","P14","cold","0","stem5",8.942505356,5,"percold","perP14","per"
"772","chi","P14","cold","0","stem5",8.244985405,5,"chicold","chiP14","chi"
"773","pim","P14","cold","0","stem5",11.76362766,5,"pimcold","pimP14","pim"
"774","sit","P14","cold","1","stem5",4.349398564,5,"sitcold","sitP14","sit"
"775","lyc","P14","cold","6","stem5",1.555851974,5,"lyccold","lycP14","lyc"
"776","chm","P15","cold","0","stem5",8.624590781,5,"chmcold","chmP15","chm"
"777","arc","P15","cold","0","stem5",8.29623016,5,"arccold","arcP15","arc"
"778","per","P15","cold","1","stem5",4.726638797,5,"percold","perP15","per"
"779","sit","P15","cold","1","stem5",6.212046853,5,"sitcold","sitP15","sit"
"780","hab","P15","cold","1","stem5",9.097717835,5,"habcold","habP15","hab"
"781","chi","P15","cold","1","stem5",7.887257598,5,"chicold","chiP15","chi"
"782","lyc","P15","cold","0","stem5",13.6177023,5,"lyccold","lycP15","lyc"
"783","pim","P15","cold","1","stem5",5.096290865,5,"pimcold","pimP15","pim"
"784","oid","P15","cold","1","stem5",3.703320463,5,"oidcold","oidP15","oid"
"785","chi","P16","cold","1","stem5",6.674038028,5,"chicold","chiP16","chi"
"786","per","P16","cold","4","stem5",4.353709303,5,"percold","perP16","per"
"787","oid","P16","cold","3","stem5",2.907591566,5,"oidcold","oidP16","oid"
"788","pim","P16","cold","0","stem5",8.987344517,5,"pimcold","pimP16","pim"
"789","chm","P16","cold","1","stem5",7.051770999,5,"chmcold","chmP16","chm"
"790","sit","P16","cold","1","stem5",4.38743794,5,"sitcold","sitP16","sit"
"791","arc","P16","cold","1","stem5",9.630170546,5,"arccold","arcP16","arc"
"792","hab","P16","cold","1","stem5",9.600507717,5,"habcold","habP16","hab"
"793","lyc","P16","cold","0","stem5",13.74847498,5,"lyccold","lycP16","lyc"
"794","chi","P17","cold","1","stem5",7.416002949,5,"chicold","chiP17","chi"
"795","sit","P17","cold","1","stem5",8.052127741,5,"sitcold","sitP17","sit"
"796","chm","P17","cold","1","stem5",11.14829641,5,"chmcold","chmP17","chm"
"797","arc","P17","cold","1","stem5",8.594139571,5,"arccold","arcP17","arc"
"798","oid","P17","cold","2","stem5",3.28244877,5,"oidcold","oidP17","oid"
"799","hab","P17","cold","1","stem5",8.717816816,5,"habcold","habP17","hab"
"800","pim","P17","cold","1","stem5",4.698848373,5,"pimcold","pimP17","pim"
"801","pim","P18","cold","0","stem5",12.54215374,5,"pimcold","pimP18","pim"
"802","arc","P18","cold","1","stem5",8.64479304,5,"arccold","arcP18","arc"
"803","oid","P18","cold","1","stem5",6.552430282,5,"oidcold","oidP18","oid"
"804","hab","P18","cold","1","stem5",8.042667171,5,"habcold","habP18","hab"
"805","pen","P18","cold","1","stem5",5.098064722,5,"pencold","penP18","pen"
"806","chm","P18","cold","0","stem5",8.18881327,5,"chmcold","chmP18","chm"
"807","chi","P18","cold","1","stem5",4.871208135,5,"chicold","chiP18","chi"
"808","sit","P18","cold","1","stem5",4.652235355,5,"sitcold","sitP18","sit"
"809","hab","P19","cold","1","stem5",8.687069963,5,"habcold","habP19","hab"
"810","per","P19","cold","4","stem5",4.015885308,5,"percold","perP19","per"
"811","oid","P19","cold","4","stem5",6.192893609,5,"oidcold","oidP19","oid"
"812","chi","P19","cold","0","stem5",7.552885572,5,"chicold","chiP19","chi"
"813","arc","P19","cold","1","stem5",8.9324535,5,"arccold","arcP19","arc"
"814","pim","P19","cold","0","stem5",9.79957388,5,"pimcold","pimP19","pim"
"815","sit","P19","cold","1","stem5",5.390652563,5,"sitcold","sitP19","sit"
"816","chm","P19","cold","1","stem5",11.94613782,5,"chmcold","chmP19","chm"
"817","sit","P20","cold","1","stem5",9.608292978,5,"sitcold","sitP20","sit"
"818","chm","P20","cold","1","stem5",10.00504564,5,"chmcold","chmP20","chm"
"819","chi","P20","cold","1","stem5",6.0455014,5,"chicold","chiP20","chi"
"820","hab","P20","cold","1","stem5",11.13656924,5,"habcold","habP20","hab"
"821","oid","P20","cold","1","stem5",11.90977375,5,"oidcold","oidP20","oid"
"822","per","P20","cold","2","stem5",3.967910045,5,"percold","perP20","per"
"823","lyc","P20","cold","0","stem5",11.32420388,5,"lyccold","lycP20","lyc"
"824","pim","P20","cold","0","stem5",7.530810909,5,"pimcold","pimP20","pim"
"825","arc","P20","cold","6","stem5",8.769818961,5,"arccold","arcP20","arc"
"826","oid","P01","ctrl","2","stem6",31.31400141,6,"oidctrl","oidP01","oid"
"827","chi","P01","ctrl","1","stem6",12.40642906,6,"chictrl","chiP01","chi"
"828","pim","P01","ctrl","0","stem6",30.18099005,6,"pimctrl","pimP01","pim"
"829","arc","P01","ctrl","3","stem6",13.24847785,6,"arcctrl","arcP01","arc"
"830","hab","P01","ctrl","1","stem6",12.07962866,6,"habctrl","habP01","hab"
"831","sit","P01","ctrl","1","stem6",8.955970049,6,"sitctrl","sitP01","sit"
"832","chm","P01","ctrl","0","stem6",16.07099867,6,"chmctrl","chmP01","chm"
"833","chm","P02","ctrl","1","stem6",16.5626335,6,"chmctrl","chmP02","chm"
"834","arc","P02","ctrl","4","stem6",10.69425355,6,"arcctrl","arcP02","arc"
"835","oid","P02","ctrl","3","stem6",51.27078365,6,"oidctrl","oidP02","oid"
"836","sit","P02","ctrl","1","stem6",20.76545054,6,"sitctrl","sitP02","sit"
"837","pim","P02","ctrl","0","stem6",27.76574046,6,"pimctrl","pimP02","pim"
"838","lyc","P02","ctrl","0","stem6",43.2962379,6,"lycctrl","lycP02","lyc"
"839","hab","P02","ctrl","1","stem6",18.82872278,6,"habctrl","habP02","hab"
"840","chi","P02","ctrl","1","stem6",12.85606133,6,"chictrl","chiP02","chi"
"841","lyc","P03","ctrl","2","stem6",19.67942571,6,"lycctrl","lycP03","lyc"
"842","pim","P03","ctrl","0","stem6",24.9049564,6,"pimctrl","pimP03","pim"
"843","chm","P03","ctrl","0","stem6",16.07980896,6,"chmctrl","chmP03","chm"
"844","oid","P03","ctrl","1","stem6",8.836621314,6,"oidctrl","oidP03","oid"
"845","hab","P03","ctrl","1","stem6",19.80963621,6,"habctrl","habP03","hab"
"847","chi","P03","ctrl","1","stem6",17.35801854,6,"chictrl","chiP03","chi"
"848","sit","P04","ctrl","1","stem6",11.39990432,6,"sitctrl","sitP04","sit"
"849","per","P04","ctrl","3","stem6",8.037199564,6,"perctrl","perP04","per"
"850","oid","P04","ctrl","2","stem6",15.8438073,6,"oidctrl","oidP04","oid"
"851","arc","P04","ctrl","5","stem6",6.620668767,6,"arcctrl","arcP04","arc"
"852","pim","P04","ctrl","0","stem6",24.98127813,6,"pimctrl","pimP04","pim"
"853","chi","P04","ctrl","0","stem6",8.470584379,6,"chictrl","chiP04","chi"
"854","lyc","P04","ctrl","0","stem6",53.38801862,6,"lycctrl","lycP04","lyc"
"855","hab","P04","ctrl","1","stem6",18.84183578,6,"habctrl","habP04","hab"
"856","oid","P05","ctrl","3","stem6",42.05714122,6,"oidctrl","oidP05","oid"
"857","sit","P05","ctrl","1","stem6",20.1137962,6,"sitctrl","sitP05","sit"
"858","chi","P05","ctrl","0","stem6",25.57412888,6,"chictrl","chiP05","chi"
"859","lyc","P05","ctrl","0","stem6",50.86356237,6,"lycctrl","lycP05","lyc"
"860","hab","P05","ctrl","1","stem6",20.79946237,6,"habctrl","habP05","hab"
"861","arc","P05","ctrl","0","stem6",16.18860583,6,"arcctrl","arcP05","arc"
"862","pim","P05","ctrl","0","stem6",23.82139283,6,"pimctrl","pimP05","pim"
"863","per","P05","ctrl","7","stem6",10.58463131,6,"perctrl","perP05","per"
"864","chm","P05","ctrl","1","stem6",22.77132885,6,"chmctrl","chmP05","chm"
"865","oid","P06","ctrl","0","stem6",61.37260265,6,"oidctrl","oidP06","oid"
"866","sit","P06","ctrl","1","stem6",12.07665774,6,"sitctrl","sitP06","sit"
"867","chi","P06","ctrl","0","stem6",8.586962201,6,"chictrl","chiP06","chi"
"868","per","P06","ctrl","0","stem6",8.422127768,6,"perctrl","perP06","per"
"869","lyc","P06","ctrl","0","stem6",45.21626708,6,"lycctrl","lycP06","lyc"
"870","pim","P06","ctrl","0","stem6",37.70836087,6,"pimctrl","pimP06","pim"
"871","hab","P06","ctrl","1","stem6",19.21647812,6,"habctrl","habP06","hab"
"872","lyc","P07","ctrl","1","stem6",15.28114567,6,"lycctrl","lycP07","lyc"
"873","chm","P07","ctrl","0","stem6",16.66835701,6,"chmctrl","chmP07","chm"
"874","hab","P07","ctrl","0","stem6",19.11946245,6,"habctrl","habP07","hab"
"875","pim","P07","ctrl","0","stem6",21.20043314,6,"pimctrl","pimP07","pim"
"876","arc","P07","ctrl","6","stem6",12.03578077,6,"arcctrl","arcP07","arc"
"877","sit","P07","ctrl","0","stem6",10.90273744,6,"sitctrl","sitP07","sit"
"878","chi","P07","ctrl","0","stem6",18.37171445,6,"chictrl","chiP07","chi"
"879","per","P07","ctrl","3","stem6",16.08023781,6,"perctrl","perP07","per"
"880","chm","P08","ctrl","1","stem6",14.23241348,6,"chmctrl","chmP08","chm"
"881","pen","P08","ctrl","0","stem6",12.36094336,6,"penctrl","penP08","pen"
"882","hab","P08","ctrl","1","stem6",18.14531041,6,"habctrl","habP08","hab"
"883","sit","P08","ctrl","1","stem6",10.53588094,6,"sitctrl","sitP08","sit"
"884","lyc","P08","ctrl","2","stem6",3.731203837,6,"lycctrl","lycP08","lyc"
"885","per","P08","ctrl","1","stem6",28.36043523,6,"perctrl","perP08","per"
"886","oid","P08","ctrl","1","stem6",48.78556259,6,"oidctrl","oidP08","oid"
"887","pim","P08","ctrl","0","stem6",31.78159489,6,"pimctrl","pimP08","pim"
"888","chi","P08","ctrl","0","stem6",14.59609417,6,"chictrl","chiP08","chi"
"889","sit","P09","ctrl","0","stem6",16.65319511,6,"sitctrl","sitP09","sit"
"890","oid","P09","ctrl","3","stem6",57.83776254,6,"oidctrl","oidP09","oid"
"891","pim","P09","ctrl","0","stem6",23.21061415,6,"pimctrl","pimP09","pim"
"892","pen","P09","ctrl","0","stem6",9.76682433,6,"penctrl","penP09","pen"
"893","lyc","P09","ctrl","1","stem6",35.05267223,6,"lycctrl","lycP09","lyc"
"894","chi","P09","ctrl","0","stem6",15.14540569,6,"chictrl","chiP09","chi"
"895","per","P09","ctrl","1","stem6",10.16298017,6,"perctrl","perP09","per"
"896","hab","P09","ctrl","1","stem6",19.93123874,6,"habctrl","habP09","hab"
"897","sit","P10","ctrl","1","stem6",16.22886682,6,"sitctrl","sitP10","sit"
"898","hab","P10","ctrl","1","stem6",22.36042089,6,"habctrl","habP10","hab"
"899","chi","P10","ctrl","0","stem6",22.34239052,6,"chictrl","chiP10","chi"
"900","per","P10","ctrl","3","stem6",16.59148085,6,"perctrl","perP10","per"
"901","pim","P10","ctrl","0","stem6",23.82006104,6,"pimctrl","pimP10","pim"
"902","chm","P10","ctrl","0","stem6",15.42794973,6,"chmctrl","chmP10","chm"
"903","arc","P10","ctrl","0","stem6",20.58145884,6,"arcctrl","arcP10","arc"
"904","oid","P10","ctrl","3","stem6",54.47335103,6,"oidctrl","oidP10","oid"
"905","lyc","P10","ctrl","0","stem6",46.33916964,6,"lycctrl","lycP10","lyc"
"906","pen","P10","ctrl","1","stem6",11.55562112,6,"penctrl","penP10","pen"
"907","chi","P11","cold","0","stem6",8.90638654,6,"chicold","chiP11","chi"
"908","chm","P11","cold","1","stem6",10.75286002,6,"chmcold","chmP11","chm"
"909","pim","P11","cold","0","stem6",11.49230995,6,"pimcold","pimP11","pim"
"910","hab","P11","cold","1","stem6",2.464320875,6,"habcold","habP11","hab"
"911","lyc","P11","cold","5","stem6",11.58580731,6,"lyccold","lycP11","lyc"
"912","sit","P11","cold","1","stem6",8.119504452,6,"sitcold","sitP11","sit"
"913","per","P11","cold","4","stem6",4.225685385,6,"percold","perP11","per"
"914","arc","P11","cold","0","stem6",10.68370946,6,"arccold","arcP11","arc"
"915","oid","P11","cold","2","stem6",10.10747411,6,"oidcold","oidP11","oid"
"916","lyc","P12","cold","0","stem6",15.93720515,6,"lyccold","lycP12","lyc"
"917","oid","P12","cold","7","stem6",12.20935793,6,"oidcold","oidP12","oid"
"918","pen","P12","cold","1","stem6",9.457234736,6,"pencold","penP12","pen"
"919","hab","P12","cold","1","stem6",8.541681393,6,"habcold","habP12","hab"
"920","chm","P12","cold","1","stem6",9.302747275,6,"chmcold","chmP12","chm"
"921","per","P12","cold","3","stem6",3.884054052,6,"percold","perP12","per"
"922","sit","P12","cold","1","stem6",8.536354239,6,"sitcold","sitP12","sit"
"923","chi","P12","cold","1","stem6",4.333332309,6,"chicold","chiP12","chi"
"924","pim","P13","cold","0","stem6",8.411063679,6,"pimcold","pimP13","pim"
"925","oid","P13","cold","3","stem6",3.996218174,6,"oidcold","oidP13","oid"
"926","hab","P13","cold","1","stem6",8.874935844,6,"habcold","habP13","hab"
"927","arc","P13","cold","1","stem6",7.865849973,6,"arccold","arcP13","arc"
"928","chi","P13","cold","0","stem6",6.688548975,6,"chicold","chiP13","chi"
"929","sit","P13","cold","1","stem6",7.441521681,6,"sitcold","sitP13","sit"
"930","lyc","P13","cold","5","stem6",4.474526554,6,"lyccold","lycP13","lyc"
"931","chm","P13","cold","1","stem6",8.428684265,6,"chmcold","chmP13","chm"
"932","chm","P14","cold","1","stem6",8.229838003,6,"chmcold","chmP14","chm"
"933","hab","P14","cold","1","stem6",8.711945425,6,"habcold","habP14","hab"
"934","oid","P14","cold","6","stem6",5.253671148,6,"oidcold","oidP14","oid"
"935","arc","P14","cold","1","stem6",10.11647002,6,"arccold","arcP14","arc"
"936","per","P14","cold","0","stem6",10.26839635,6,"percold","perP14","per"
"937","chi","P14","cold","0","stem6",8.29028071,6,"chicold","chiP14","chi"
"938","pim","P14","cold","0","stem6",11.84779502,6,"pimcold","pimP14","pim"
"939","sit","P14","cold","1","stem6",4.676011724,6,"sitcold","sitP14","sit"
"940","lyc","P14","cold","6","stem6",1.832471562,6,"lyccold","lycP14","lyc"
"941","chm","P15","cold","0","stem6",9.008524471,6,"chmcold","chmP15","chm"
"942","arc","P15","cold","0","stem6",8.194699277,6,"arccold","arcP15","arc"
"943","per","P15","cold","1","stem6",4.702135267,6,"percold","perP15","per"
"944","sit","P15","cold","1","stem6",6.470135668,6,"sitcold","sitP15","sit"
"945","hab","P15","cold","1","stem6",9.491758791,6,"habcold","habP15","hab"
"946","chi","P15","cold","1","stem6",8.031196632,6,"chicold","chiP15","chi"
"947","lyc","P15","cold","0","stem6",16.39513549,6,"lyccold","lycP15","lyc"
"948","pim","P15","cold","1","stem6",6.093137089,6,"pimcold","pimP15","pim"
"949","oid","P15","cold","1","stem6",5.961494922,6,"oidcold","oidP15","oid"
"950","chi","P16","cold","1","stem6",7.270438087,6,"chicold","chiP16","chi"
"951","per","P16","cold","4","stem6",6.125361108,6,"percold","perP16","per"
"952","oid","P16","cold","3","stem6",6.850820693,6,"oidcold","oidP16","oid"
"953","pim","P16","cold","0","stem6",8.645765783,6,"pimcold","pimP16","pim"
"954","chm","P16","cold","1","stem6",8.893683327,6,"chmcold","chmP16","chm"
"955","sit","P16","cold","1","stem6",6.082585227,6,"sitcold","sitP16","sit"
"956","arc","P16","cold","1","stem6",9.961265445,6,"arccold","arcP16","arc"
"957","hab","P16","cold","1","stem6",10.1526332,6,"habcold","habP16","hab"
"958","lyc","P16","cold","0","stem6",15.9015542,6,"lyccold","lycP16","lyc"
"959","chi","P17","cold","1","stem6",7.808890405,6,"chicold","chiP17","chi"
"960","sit","P17","cold","1","stem6",8.542705846,6,"sitcold","sitP17","sit"
"961","chm","P17","cold","1","stem6",13.74057375,6,"chmcold","chmP17","chm"
"962","arc","P17","cold","1","stem6",9.008934252,6,"arccold","arcP17","arc"
"963","oid","P17","cold","2","stem6",4.582228784,6,"oidcold","oidP17","oid"
"964","hab","P17","cold","1","stem6",9.52423394,6,"habcold","habP17","hab"
"965","pim","P17","cold","1","stem6",5.092144395,6,"pimcold","pimP17","pim"
"966","pim","P18","cold","0","stem6",12.84684125,6,"pimcold","pimP18","pim"
"967","arc","P18","cold","1","stem6",8.441489923,6,"arccold","arcP18","arc"
"968","oid","P18","cold","1","stem6",8.914582162,6,"oidcold","oidP18","oid"
"969","hab","P18","cold","1","stem6",8.646687791,6,"habcold","habP18","hab"
"970","pen","P18","cold","1","stem6",5.660408285,6,"pencold","penP18","pen"
"971","chm","P18","cold","0","stem6",8.397336013,6,"chmcold","chmP18","chm"
"972","chi","P18","cold","1","stem6",5.061820596,6,"chicold","chiP18","chi"
"973","sit","P18","cold","1","stem6",4.757045929,6,"sitcold","sitP18","sit"
"974","hab","P19","cold","1","stem6",8.98342538,6,"habcold","habP19","hab"
"975","per","P19","cold","4","stem6",4.916626201,6,"percold","perP19","per"
"976","oid","P19","cold","4","stem6",6.547065456,6,"oidcold","oidP19","oid"
"977","chi","P19","cold","0","stem6",7.43742387,6,"chicold","chiP19","chi"
"978","arc","P19","cold","1","stem6",9.11978003,6,"arccold","arcP19","arc"
"979","pim","P19","cold","0","stem6",10.08799024,6,"pimcold","pimP19","pim"
"980","sit","P19","cold","1","stem6",5.94510368,6,"sitcold","sitP19","sit"
"981","chm","P19","cold","1","stem6",12.15420881,6,"chmcold","chmP19","chm"
"982","sit","P20","cold","1","stem6",10.00654625,6,"sitcold","sitP20","sit"
"983","chm","P20","cold","1","stem6",10.24688285,6,"chmcold","chmP20","chm"
"984","chi","P20","cold","1","stem6",5.921541269,6,"chicold","chiP20","chi"
"985","hab","P20","cold","1","stem6",11.98527657,6,"habcold","habP20","hab"
"986","oid","P20","cold","1","stem6",16.97210723,6,"oidcold","oidP20","oid"
"987","per","P20","cold","2","stem6",4.899579262,6,"percold","perP20","per"
"988","lyc","P20","cold","0","stem6",13.34533992,6,"lyccold","lycP20","lyc"
"989","pim","P20","cold","0","stem6",7.911130781,6,"pimcold","pimP20","pim"
"990","arc","P20","cold","6","stem6",9.382419855,6,"arccold","arcP20","arc"
"991","oid","P01","ctrl","2","stem7",35.74665454,7,"oidctrl","oidP01","oid"
"992","chi","P01","ctrl","1","stem7",15.22953752,7,"chictrl","chiP01","chi"
"993","pim","P01","ctrl","0","stem7",31.62909316,7,"pimctrl","pimP01","pim"
"994","arc","P01","ctrl","3","stem7",13.40544522,7,"arcctrl","arcP01","arc"
"995","hab","P01","ctrl","1","stem7",14.86742327,7,"habctrl","habP01","hab"
"996","sit","P01","ctrl","1","stem7",10.15080051,7,"sitctrl","sitP01","sit"
"997","chm","P01","ctrl","0","stem7",16.63518145,7,"chmctrl","chmP01","chm"
"998","chm","P02","ctrl","1","stem7",16.05356046,7,"chmctrl","chmP02","chm"
"999","arc","P02","ctrl","4","stem7",11.3554375,7,"arcctrl","arcP02","arc"
"1000","oid","P02","ctrl","3","stem7",55.14769426,7,"oidctrl","oidP02","oid"
"1001","sit","P02","ctrl","1","stem7",21.59030474,7,"sitctrl","sitP02","sit"
"1002","pim","P02","ctrl","0","stem7",32.3251903,7,"pimctrl","pimP02","pim"
"1003","lyc","P02","ctrl","0","stem7",45.81191825,7,"lycctrl","lycP02","lyc"
"1004","hab","P02","ctrl","1","stem7",19.40458028,7,"habctrl","habP02","hab"
"1005","chi","P02","ctrl","1","stem7",13.63477693,7,"chictrl","chiP02","chi"
"1006","lyc","P03","ctrl","2","stem7",21.91830355,7,"lycctrl","lycP03","lyc"
"1007","pim","P03","ctrl","0","stem7",26.94717259,7,"pimctrl","pimP03","pim"
"1008","chm","P03","ctrl","0","stem7",17.23487221,7,"chmctrl","chmP03","chm"
