"","spp","plate","trt","dayGerm","rootLen","day","spptrt","ID","phylo"
"1","oid","P01","ctrl","2",8.22,1,"oidctrl","oidP01","oid"
"2","chi","P01","ctrl","1",6.18,1,"chictrl","chiP01","chi"
"4","pim","P01","ctrl","1",8.91,1,"pimctrl","pimP01","pim"
"5","arc","P01","ctrl","3",3.08,1,"arcctrl","arcP01","arc"
"6","hab","P01","ctrl","1",3.79,1,"habctrl","habP01","hab"
"7","sit","P01","ctrl","1",11.5,1,"sitctrl","sitP01","sit"
"8","chm","P01","ctrl","1",20.19,1,"chmctrl","chmP01","chm"
"9","chm","P02","ctrl","1",13.05,1,"chmctrl","chmP02","chm"
"10","arc","P02","ctrl","4",1.89,1,"arcctrl","arcP02","arc"
"11","oid","P02","ctrl","3",17.93,1,"oidctrl","oidP02","oid"
"12","sit","P02","ctrl","1",8.77,1,"sitctrl","sitP02","sit"
"13","pim","P02","ctrl","1",24.25,1,"pimctrl","pimP02","pim"
"14","lyc","P02","ctrl","1",10.22,1,"lycctrl","lycP02","lyc"
"15","hab","P02","ctrl","1",6.4,1,"habctrl","habP02","hab"
"16","chi","P02","ctrl","1",14.34,1,"chictrl","chiP02","chi"
"17","lyc","P03","ctrl","3",1.03,1,"lycctrl","lycP03","lyc"
"18","pim","P03","ctrl","1",21.02,1,"pimctrl","pimP03","pim"
"19","chm","P03","ctrl","1",15.02,1,"chmctrl","chmP03","chm"
"20","oid","P03","ctrl","3",4.92,1,"oidctrl","oidP03","oid"
"21","hab","P03","ctrl","1",6.81,1,"habctrl","habP03","hab"
"22","arc","P03","ctrl","11",4.03,1,"arcctrl","arcP03","arc"
"23","chi","P03","ctrl","1",11.51,1,"chictrl","chiP03","chi"
"24","sit","P04","ctrl","1",9.28,1,"sitctrl","sitP04","sit"
"25","per","P04","ctrl","3",1.65,1,"perctrl","perP04","per"
"26","oid","P04","ctrl","4",4.49,1,"oidctrl","oidP04","oid"
"27","arc","P04","ctrl","7",2.89,1,"arcctrl","arcP04","arc"
"28","pim","P04","ctrl","1",18.64,1,"pimctrl","pimP04","pim"
"29","chi","P04","ctrl","1",14.52,1,"chictrl","chiP04","chi"
"30","lyc","P04","ctrl","1",24.65,1,"lycctrl","lycP04","lyc"
"31","hab","P04","ctrl","1",8.57,1,"habctrl","habP04","hab"
"32","oid","P05","ctrl","3",5.03,1,"oidctrl","oidP05","oid"
"33","sit","P05","ctrl","1",12.32,1,"sitctrl","sitP05","sit"
"34","chi","P05","ctrl","1",5.04,1,"chictrl","chiP05","chi"
"35","lyc","P05","ctrl","1",19.53,1,"lycctrl","lycP05","lyc"
"36","hab","P05","ctrl","1",8.33,1,"habctrl","habP05","hab"
"37","arc","P05","ctrl","1",17.49,1,"arcctrl","arcP05","arc"
"38","pim","P05","ctrl","1",19.02,1,"pimctrl","pimP05","pim"
"39","per","P05","ctrl","7",3.11,1,"perctrl","perP05","per"
"40","chm","P05","ctrl","1",26.4,1,"chmctrl","chmP05","chm"
"41","oid","P06","ctrl","1",23.38,1,"oidctrl","oidP06","oid"
"42","sit","P06","ctrl","1",10.91,1,"sitctrl","sitP06","sit"
"43","chi","P06","ctrl","1",13.43,1,"chictrl","chiP06","chi"
"44","per","P06","ctrl","1",10.66,1,"perctrl","perP06","per"
"45","lyc","P06","ctrl","1",27.6,1,"lycctrl","lycP06","lyc"
"46","pim","P06","ctrl","1",22.56,1,"pimctrl","pimP06","pim"
"47","hab","P06","ctrl","1",8.05,1,"habctrl","habP06","hab"
"48","lyc","P07","ctrl","1",10.47,1,"lycctrl","lycP07","lyc"
"49","chm","P07","ctrl","1",16.74,1,"chmctrl","chmP07","chm"
"50","hab","P07","ctrl","1",11.02,1,"habctrl","habP07","hab"
"51","pim","P07","ctrl","1",24.01,1,"pimctrl","pimP07","pim"
"52","arc","P07","ctrl","7",3.15,1,"arcctrl","arcP07","arc"
"53","sit","P07","ctrl","1",15.18,1,"sitctrl","sitP07","sit"
"54","chi","P07","ctrl","1",15.87,1,"chictrl","chiP07","chi"
"55","per","P07","ctrl","3",5.39,1,"perctrl","perP07","per"
"56","chm","P08","ctrl","1",6.23,1,"chmctrl","chmP08","chm"
"57","pen","P08","ctrl","1",14.97,1,"penctrl","penP08","pen"
"58","hab","P08","ctrl","1",2.81,1,"habctrl","habP08","hab"
"59","sit","P08","ctrl","1",2.94,1,"sitctrl","sitP08","sit"
"60","lyc","P08","ctrl","6",4.22,1,"lycctrl","lycP08","lyc"
"61","per","P08","ctrl","1",9.54,1,"perctrl","perP08","per"
"62","oid","P08","ctrl","2",9.91,1,"oidctrl","oidP08","oid"
"63","pim","P08","ctrl","1",9.44,1,"pimctrl","pimP08","pim"
"64","chi","P08","ctrl","1",3.82,1,"chictrl","chiP08","chi"
"65","sit","P09","ctrl","1",11.82,1,"sitctrl","sitP09","sit"
"66","oid","P09","ctrl","3",2.8,1,"oidctrl","oidP09","oid"
"67","pim","P09","ctrl","1",20.37,1,"pimctrl","pimP09","pim"
"68","pen","P09","ctrl","1",19.63,1,"penctrl","penP09","pen"
"69","lyc","P09","ctrl","1",2.44,1,"lycctrl","lycP09","lyc"
"70","chi","P09","ctrl","1",14.82,1,"chictrl","chiP09","chi"
"71","per","P09","ctrl","1",4.89,1,"perctrl","perP09","per"
"72","hab","P09","ctrl","1",8.35,1,"habctrl","habP09","hab"
"73","sit","P10","ctrl","1",8.99,1,"sitctrl","sitP10","sit"
"74","hab","P10","ctrl","1",11.87,1,"habctrl","habP10","hab"
"75","chi","P10","ctrl","1",27.19,1,"chictrl","chiP10","chi"
"76","per","P10","ctrl","3",7.99,1,"perctrl","perP10","per"
"77","pim","P10","ctrl","1",24.11,1,"pimctrl","pimP10","pim"
"78","chm","P10","ctrl","1",19.78,1,"chmctrl","chmP10","chm"
"79","arc","P10","ctrl","1",19.95,1,"arcctrl","arcP10","arc"
"80","oid","P10","ctrl","3",4.92,1,"oidctrl","oidP10","oid"
"81","lyc","P10","ctrl","1",32.41,1,"lycctrl","lycP10","lyc"
"82","pen","P10","ctrl","1",9.43,1,"penctrl","penP10","pen"
"83","chi","P11","cold","1",6.65,1,"chicold","chiP11","chi"
"84","chm","P11","cold","1",6.34,1,"chmcold","chmP11","chm"
"85","pim","P11","cold","1",14,1,"pimcold","pimP11","pim"
"86","hab","P11","cold","2",2.62,1,"habcold","habP11","hab"
"87","sit","P11","cold","1",4.64,1,"sitcold","sitP11","sit"
"88","per","P11","cold","5",3.54,1,"percold","perP11","per"
"89","arc","P11","cold","1",10.76,1,"arccold","arcP11","arc"
"90","oid","P11","cold","2",2.15,1,"oidcold","oidP11","oid"
"91","lyc","P12","cold","1",20.1,1,"lyccold","lycP12","lyc"
"92","oid","P12","cold","8",3.69,1,"oidcold","oidP12","oid"
"93","pen","P12","cold","1",2.41,1,"pencold","penP12","pen"
"94","hab","P12","cold","2",5.67,1,"habcold","habP12","hab"
"95","chm","P12","cold","1",7.71,1,"chmcold","chmP12","chm"
"96","per","P12","cold","3",2.31,1,"percold","perP12","per"
"97","sit","P12","cold","1",1.22,1,"sitcold","sitP12","sit"
"98","pim","P12","cold","1",12.12,1,"pimcold","pimP12","pim"
"99","chi","P12","cold","3",3.56,1,"chicold","chiP12","chi"
"100","pim","P13","cold","1",6.81,1,"pimcold","pimP13","pim"
"101","oid","P13","cold","4",5,1,"oidcold","oidP13","oid"
"102","hab","P13","cold","1",4.99,1,"habcold","habP13","hab"
"103","arc","P13","cold","1",8.23,1,"arccold","arcP13","arc"
"104","chi","P13","cold","1",8.82,1,"chicold","chiP13","chi"
"105","sit","P13","cold","1",5.73,1,"sitcold","sitP13","sit"
"106","chm","P13","cold","1",3.15,1,"chmcold","chmP13","chm"
"107","chm","P14","cold","1",11.41,1,"chmcold","chmP14","chm"
"108","hab","P14","cold","1",3.7,1,"habcold","habP14","hab"
"109","oid","P14","cold","6",1.31,1,"oidcold","oidP14","oid"
"110","arc","P14","cold","1",6.84,1,"arccold","arcP14","arc"
"111","per","P14","cold","1",14.71,1,"percold","perP14","per"
"112","chi","P14","cold","1",6.4,1,"chicold","chiP14","chi"
"113","pim","P14","cold","1",12.65,1,"pimcold","pimP14","pim"
"114","sit","P14","cold","1",4.5,1,"sitcold","sitP14","sit"
"115","chm","P15","cold","1",10.69,1,"chmcold","chmP15","chm"
"116","arc","P15","cold","1",9.33,1,"arccold","arcP15","arc"
"117","per","P15","cold","1",1.64,1,"percold","perP15","per"
"118","sit","P15","cold","1",7.48,1,"sitcold","sitP15","sit"
"119","hab","P15","cold","1",5.29,1,"habcold","habP15","hab"
"120","chi","P15","cold","1",2.19,1,"chicold","chiP15","chi"
"121","lyc","P15","cold","1",17.62,1,"lyccold","lycP15","lyc"
"122","pim","P15","cold","1",9.54,1,"pimcold","pimP15","pim"
"123","oid","P15","cold","1",0.96,1,"oidcold","oidP15","oid"
"124","chi","P16","cold","1",2.39,1,"chicold","chiP16","chi"
"125","per","P16","cold","4",1.82,1,"percold","perP16","per"
"126","oid","P16","cold","3",2.01,1,"oidcold","oidP16","oid"
"127","pim","P16","cold","1",8.81,1,"pimcold","pimP16","pim"
"128","chm","P16","cold","1",8.31,1,"chmcold","chmP16","chm"
"129","sit","P16","cold","1",2.11,1,"sitcold","sitP16","sit"
"130","arc","P16","cold","1",7.38,1,"arccold","arcP16","arc"
"131","hab","P16","cold","1",4.92,1,"habcold","habP16","hab"
"132","lyc","P16","cold","1",20.53,1,"lyccold","lycP16","lyc"
"133","chi","P17","cold","2",2.02,1,"chicold","chiP17","chi"
"134","sit","P17","cold","1",10.27,1,"sitcold","sitP17","sit"
"135","chm","P17","cold","1",9.03,1,"chmcold","chmP17","chm"
"136","arc","P17","cold","1",1.55,1,"arccold","arcP17","arc"
"137","oid","P17","cold","3",1.67,1,"oidcold","oidP17","oid"
"138","hab","P17","cold","1",5.15,1,"habcold","habP17","hab"
"139","pim","P17","cold","1",9.11,1,"pimcold","pimP17","pim"
"140","pim","P18","cold","1",9.1,1,"pimcold","pimP18","pim"
"141","arc","P18","cold","1",6.47,1,"arccold","arcP18","arc"
"142","oid","P18","cold","1",3.86,1,"oidcold","oidP18","oid"
"143","hab","P18","cold","1",1.63,1,"habcold","habP18","hab"
"144","pen","P18","cold","1",2.89,1,"pencold","penP18","pen"
"145","chm","P18","cold","1",11.52,1,"chmcold","chmP18","chm"
"146","chi","P18","cold","1",5.14,1,"chicold","chiP18","chi"
"147","sit","P18","cold","1",3.28,1,"sitcold","sitP18","sit"
"148","hab","P19","cold","1",1.67,1,"habcold","habP19","hab"
"149","per","P19","cold","4",3.34,1,"percold","perP19","per"
"150","oid","P19","cold","4",2.97,1,"oidcold","oidP19","oid"
"151","chi","P19","cold","1",10.25,1,"chicold","chiP19","chi"
"152","arc","P19","cold","1",3.22,1,"arccold","arcP19","arc"
"153","pim","P19","cold","1",14.51,1,"pimcold","pimP19","pim"
"154","sit","P19","cold","1",5.26,1,"sitcold","sitP19","sit"
"155","chm","P19","cold","1",6.84,1,"chmcold","chmP19","chm"
"156","sit","P20","cold","2",5.83,1,"sitcold","sitP20","sit"
"157","chm","P20","cold","1",8.54,1,"chmcold","chmP20","chm"
"158","chi","P20","cold","1",8.78,1,"chicold","chiP20","chi"
"159","hab","P20","cold","1",0.61,1,"habcold","habP20","hab"
"160","oid","P20","cold","1",3.28,1,"oidcold","oidP20","oid"
"161","per","P20","cold","2",2.06,1,"percold","perP20","per"
"162","lyc","P20","cold","1",15.46,1,"lyccold","lycP20","lyc"
"163","pim","P20","cold","1",11.77,1,"pimcold","pimP20","pim"
"164","arc","P20","cold","6",1.97,1,"arccold","arcP20","arc"
"165","oid","P01","ctrl","2",23.87,2,"oidctrl","oidP01","oid"
"166","chi","P01","ctrl","1",9.88,2,"chictrl","chiP01","chi"
"168","pim","P01","ctrl","1",42.06,2,"pimctrl","pimP01","pim"
"169","arc","P01","ctrl","3",6.24,2,"arcctrl","arcP01","arc"
"170","hab","P01","ctrl","1",9.94,2,"habctrl","habP01","hab"
"171","sit","P01","ctrl","1",21.12,2,"sitctrl","sitP01","sit"
"172","chm","P01","ctrl","1",28.4,2,"chmctrl","chmP01","chm"
"173","chm","P02","ctrl","1",23.07,2,"chmctrl","chmP02","chm"
"174","arc","P02","ctrl","4",4.22,2,"arcctrl","arcP02","arc"
"175","oid","P02","ctrl","3",43.76,2,"oidctrl","oidP02","oid"
"176","sit","P02","ctrl","1",21.05,2,"sitctrl","sitP02","sit"
"177","pim","P02","ctrl","1",42.74,2,"pimctrl","pimP02","pim"
"178","lyc","P02","ctrl","1",29.65,2,"lycctrl","lycP02","lyc"
"179","hab","P02","ctrl","1",12.29,2,"habctrl","habP02","hab"
"180","chi","P02","ctrl","1",19.89,2,"chictrl","chiP02","chi"
"181","lyc","P03","ctrl","3",4.28,2,"lycctrl","lycP03","lyc"
"182","pim","P03","ctrl","1",37.46,2,"pimctrl","pimP03","pim"
"183","chm","P03","ctrl","1",22.46,2,"chmctrl","chmP03","chm"
"184","oid","P03","ctrl","3",8.81,2,"oidctrl","oidP03","oid"
"185","hab","P03","ctrl","1",13.13,2,"habctrl","habP03","hab"
"186","arc","P03","ctrl","11",14.72,2,"arcctrl","arcP03","arc"
"187","chi","P03","ctrl","1",24.9,2,"chictrl","chiP03","chi"
"188","sit","P04","ctrl","1",19.78,2,"sitctrl","sitP04","sit"
"189","per","P04","ctrl","3",6.46,2,"perctrl","perP04","per"
"190","oid","P04","ctrl","4",10.55,2,"oidctrl","oidP04","oid"
"191","arc","P04","ctrl","7",6.42,2,"arcctrl","arcP04","arc"
"192","pim","P04","ctrl","1",35.48,2,"pimctrl","pimP04","pim"
"193","chi","P04","ctrl","1",23.51,2,"chictrl","chiP04","chi"
"194","lyc","P04","ctrl","1",48.27,2,"lycctrl","lycP04","lyc"
"195","hab","P04","ctrl","1",14.5,2,"habctrl","habP04","hab"
"196","oid","P05","ctrl","3",19.63,2,"oidctrl","oidP05","oid"
"197","sit","P05","ctrl","1",18.12,2,"sitctrl","sitP05","sit"
"198","chi","P05","ctrl","1",16.35,2,"chictrl","chiP05","chi"
"199","lyc","P05","ctrl","1",27.15,2,"lycctrl","lycP05","lyc"
"200","hab","P05","ctrl","1",14.59,2,"habctrl","habP05","hab"
"201","arc","P05","ctrl","1",34.51,2,"arcctrl","arcP05","arc"
"202","pim","P05","ctrl","1",35.14,2,"pimctrl","pimP05","pim"
"203","per","P05","ctrl","7",8.58,2,"perctrl","perP05","per"
"204","chm","P05","ctrl","1",35.72,2,"chmctrl","chmP05","chm"
"205","oid","P06","ctrl","1",51.93,2,"oidctrl","oidP06","oid"
"206","sit","P06","ctrl","1",23.8,2,"sitctrl","sitP06","sit"
"207","chi","P06","ctrl","1",23.95,2,"chictrl","chiP06","chi"
"208","per","P06","ctrl","1",22.28,2,"perctrl","perP06","per"
"209","lyc","P06","ctrl","1",48.68,2,"lycctrl","lycP06","lyc"
"210","pim","P06","ctrl","1",41.68,2,"pimctrl","pimP06","pim"
"211","hab","P06","ctrl","1",14.6,2,"habctrl","habP06","hab"
"212","lyc","P07","ctrl","1",11.6,2,"lycctrl","lycP07","lyc"
"213","chm","P07","ctrl","1",25.29,2,"chmctrl","chmP07","chm"
"214","hab","P07","ctrl","1",18.23,2,"habctrl","habP07","hab"
"215","pim","P07","ctrl","1",40.98,2,"pimctrl","pimP07","pim"
"216","arc","P07","ctrl","7",7.32,2,"arcctrl","arcP07","arc"
"217","sit","P07","ctrl","1",22.43,2,"sitctrl","sitP07","sit"
"218","chi","P07","ctrl","1",26.98,2,"chictrl","chiP07","chi"
"219","per","P07","ctrl","3",17.16,2,"perctrl","perP07","per"
"220","chm","P08","ctrl","1",7.48,2,"chmctrl","chmP08","chm"
"221","pen","P08","ctrl","1",24.37,2,"penctrl","penP08","pen"
"222","hab","P08","ctrl","1",16.51,2,"habctrl","habP08","hab"
"223","sit","P08","ctrl","1",9.32,2,"sitctrl","sitP08","sit"
"224","lyc","P08","ctrl","6",9.31,2,"lycctrl","lycP08","lyc"
"225","per","P08","ctrl","1",21.52,2,"perctrl","perP08","per"
"226","oid","P08","ctrl","2",32.13,2,"oidctrl","oidP08","oid"
"227","pim","P08","ctrl","1",27.49,2,"pimctrl","pimP08","pim"
"228","chi","P08","ctrl","1",10.83,2,"chictrl","chiP08","chi"
"229","sit","P09","ctrl","1",23.06,2,"sitctrl","sitP09","sit"
"230","oid","P09","ctrl","3",12.02,2,"oidctrl","oidP09","oid"
"231","pim","P09","ctrl","1",33.58,2,"pimctrl","pimP09","pim"
"232","pen","P09","ctrl","1",29.68,2,"penctrl","penP09","pen"
"233","lyc","P09","ctrl","1",13.69,2,"lycctrl","lycP09","lyc"
"234","chi","P09","ctrl","1",31.66,2,"chictrl","chiP09","chi"
"235","per","P09","ctrl","1",15.84,2,"perctrl","perP09","per"
"236","hab","P09","ctrl","1",15.7,2,"habctrl","habP09","hab"
"237","sit","P10","ctrl","1",15.49,2,"sitctrl","sitP10","sit"
"238","hab","P10","ctrl","1",19.17,2,"habctrl","habP10","hab"
"239","chi","P10","ctrl","1",47.73,2,"chictrl","chiP10","chi"
"240","per","P10","ctrl","3",14.24,2,"perctrl","perP10","per"
"241","pim","P10","ctrl","1",39.3,2,"pimctrl","pimP10","pim"
"242","chm","P10","ctrl","1",30.51,2,"chmctrl","chmP10","chm"
"243","arc","P10","ctrl","1",30.92,2,"arcctrl","arcP10","arc"
"244","oid","P10","ctrl","3",24.6,2,"oidctrl","oidP10","oid"
"245","lyc","P10","ctrl","1",53.27,2,"lycctrl","lycP10","lyc"
"246","pen","P10","ctrl","1",17.02,2,"penctrl","penP10","pen"
"247","chi","P11","cold","1",10.82,2,"chicold","chiP11","chi"
"248","chm","P11","cold","1",9.78,2,"chmcold","chmP11","chm"
"249","pim","P11","cold","1",15.65,2,"pimcold","pimP11","pim"
"250","hab","P11","cold","2",6.71,2,"habcold","habP11","hab"
"251","sit","P11","cold","1",6.97,2,"sitcold","sitP11","sit"
"252","per","P11","cold","5",7.36,2,"percold","perP11","per"
"253","arc","P11","cold","1",15.1,2,"arccold","arcP11","arc"
"254","oid","P11","cold","2",5.17,2,"oidcold","oidP11","oid"
"255","lyc","P12","cold","1",21.02,2,"lyccold","lycP12","lyc"
"256","oid","P12","cold","8",6.08,2,"oidcold","oidP12","oid"
"257","pen","P12","cold","1",4.03,2,"pencold","penP12","pen"
"258","hab","P12","cold","2",9.27,2,"habcold","habP12","hab"
"259","chm","P12","cold","1",11.27,2,"chmcold","chmP12","chm"
"260","per","P12","cold","3",3.69,2,"percold","perP12","per"
"261","sit","P12","cold","1",4.44,2,"sitcold","sitP12","sit"
"262","pim","P12","cold","1",12.57,2,"pimcold","pimP12","pim"
"263","chi","P12","cold","3",6.28,2,"chicold","chiP12","chi"
"264","pim","P13","cold","1",7.51,2,"pimcold","pimP13","pim"
"265","oid","P13","cold","4",9.59,2,"oidcold","oidP13","oid"
"266","hab","P13","cold","1",7.48,2,"habcold","habP13","hab"
"267","arc","P13","cold","1",11.52,2,"arccold","arcP13","arc"
"268","chi","P13","cold","1",9.35,2,"chicold","chiP13","chi"
"269","sit","P13","cold","1",7.86,2,"sitcold","sitP13","sit"
"270","chm","P13","cold","1",6.97,2,"chmcold","chmP13","chm"
"271","chm","P14","cold","1",11.6,2,"chmcold","chmP14","chm"
"272","hab","P14","cold","1",5.67,2,"habcold","habP14","hab"
"273","oid","P14","cold","6",2.89,2,"oidcold","oidP14","oid"
"274","arc","P14","cold","1",10.78,2,"arccold","arcP14","arc"
"275","per","P14","cold","1",20.17,2,"percold","perP14","per"
"276","chi","P14","cold","1",8.22,2,"chicold","chiP14","chi"
"277","pim","P14","cold","1",13,2,"pimcold","pimP14","pim"
"278","sit","P14","cold","1",7.54,2,"sitcold","sitP14","sit"
"279","chm","P15","cold","1",14.17,2,"chmcold","chmP15","chm"
"280","arc","P15","cold","1",13.79,2,"arccold","arcP15","arc"
"281","per","P15","cold","1",5.11,2,"percold","perP15","per"
"282","sit","P15","cold","1",11.48,2,"sitcold","sitP15","sit"
"283","hab","P15","cold","1",8.22,2,"habcold","habP15","hab"
"284","chi","P15","cold","1",4.6,2,"chicold","chiP15","chi"
"285","lyc","P15","cold","1",20.4,2,"lyccold","lycP15","lyc"
"286","pim","P15","cold","1",10.12,2,"pimcold","pimP15","pim"
"287","oid","P15","cold","1",2.33,2,"oidcold","oidP15","oid"
"288","chi","P16","cold","1",3.52,2,"chicold","chiP16","chi"
"289","per","P16","cold","4",4.49,2,"percold","perP16","per"
"290","oid","P16","cold","3",2.9,2,"oidcold","oidP16","oid"
"291","pim","P16","cold","1",9.55,2,"pimcold","pimP16","pim"
"292","chm","P16","cold","1",11.78,2,"chmcold","chmP16","chm"
"293","sit","P16","cold","1",4.52,2,"sitcold","sitP16","sit"
"294","arc","P16","cold","1",12.28,2,"arccold","arcP16","arc"
"295","hab","P16","cold","1",9.63,2,"habcold","habP16","hab"
"296","lyc","P16","cold","1",22.43,2,"lyccold","lycP16","lyc"
"297","chi","P17","cold","2",3.82,2,"chicold","chiP17","chi"
"298","sit","P17","cold","1",14.87,2,"sitcold","sitP17","sit"
"299","chm","P17","cold","1",14.19,2,"chmcold","chmP17","chm"
"300","arc","P17","cold","1",3.81,2,"arccold","arcP17","arc"
"301","oid","P17","cold","3",5.42,2,"oidcold","oidP17","oid"
"302","hab","P17","cold","1",8.91,2,"habcold","habP17","hab"
"303","pim","P17","cold","1",9.78,2,"pimcold","pimP17","pim"
"304","pim","P18","cold","1",9.82,2,"pimcold","pimP18","pim"
"305","arc","P18","cold","1",10.54,2,"arccold","arcP18","arc"
"306","oid","P18","cold","1",7.22,2,"oidcold","oidP18","oid"
"307","hab","P18","cold","1",4.84,2,"habcold","habP18","hab"
"308","pen","P18","cold","1",4.58,2,"pencold","penP18","pen"
"309","chm","P18","cold","1",15.15,2,"chmcold","chmP18","chm"
"310","chi","P18","cold","1",8.36,2,"chicold","chiP18","chi"
"311","sit","P18","cold","1",5.17,2,"sitcold","sitP18","sit"
"312","hab","P19","cold","1",3.3,2,"habcold","habP19","hab"
"313","per","P19","cold","4",5.97,2,"percold","perP19","per"
"314","oid","P19","cold","4",7.66,2,"oidcold","oidP19","oid"
"315","chi","P19","cold","1",15.73,2,"chicold","chiP19","chi"
"316","arc","P19","cold","1",7.15,2,"arccold","arcP19","arc"
"317","pim","P19","cold","1",14.99,2,"pimcold","pimP19","pim"
"318","sit","P19","cold","1",8.74,2,"sitcold","sitP19","sit"
"319","chm","P19","cold","1",10.55,2,"chmcold","chmP19","chm"
"320","sit","P20","cold","2",11.32,2,"sitcold","sitP20","sit"
"321","chm","P20","cold","1",12.71,2,"chmcold","chmP20","chm"
"322","chi","P20","cold","1",12.49,2,"chicold","chiP20","chi"
"323","hab","P20","cold","1",3.51,2,"habcold","habP20","hab"
"324","oid","P20","cold","1",7.75,2,"oidcold","oidP20","oid"
"325","per","P20","cold","2",5.48,2,"percold","perP20","per"
"326","lyc","P20","cold","1",18.24,2,"lyccold","lycP20","lyc"
"327","pim","P20","cold","1",12.95,2,"pimcold","pimP20","pim"
"328","arc","P20","cold","6",3.95,2,"arccold","arcP20","arc"
"329","oid","P01","ctrl","2",45.99,3,"oidctrl","oidP01","oid"
"330","chi","P01","ctrl","1",23.67,3,"chictrl","chiP01","chi"
"332","pim","P01","ctrl","1",62.34,3,"pimctrl","pimP01","pim"
"333","arc","P01","ctrl","3",13.09,3,"arcctrl","arcP01","arc"
"334","hab","P01","ctrl","1",16.95,3,"habctrl","habP01","hab"
"335","sit","P01","ctrl","1",32.49,3,"sitctrl","sitP01","sit"
"336","chm","P01","ctrl","1",38.41,3,"chmctrl","chmP01","chm"
"337","chm","P02","ctrl","1",33.52,3,"chmctrl","chmP02","chm"
"338","arc","P02","ctrl","4",11.08,3,"arcctrl","arcP02","arc"
"339","oid","P02","ctrl","3",75.47,3,"oidctrl","oidP02","oid"
"340","sit","P02","ctrl","1",38.11,3,"sitctrl","sitP02","sit"
"341","pim","P02","ctrl","1",63.1,3,"pimctrl","pimP02","pim"
"342","lyc","P02","ctrl","1",52.71,3,"lycctrl","lycP02","lyc"
"343","hab","P02","ctrl","1",19.88,3,"habctrl","habP02","hab"
"344","chi","P02","ctrl","1",28.5,3,"chictrl","chiP02","chi"
"345","lyc","P03","ctrl","3",16.38,3,"lycctrl","lycP03","lyc"
"346","pim","P03","ctrl","1",56.99,3,"pimctrl","pimP03","pim"
"347","chm","P03","ctrl","1",30.06,3,"chmctrl","chmP03","chm"
"348","oid","P03","ctrl","3",12.55,3,"oidctrl","oidP03","oid"
"349","hab","P03","ctrl","1",21.03,3,"habctrl","habP03","hab"
"351","chi","P03","ctrl","1",44.71,3,"chictrl","chiP03","chi"
"352","sit","P04","ctrl","1",32.78,3,"sitctrl","sitP04","sit"
"353","per","P04","ctrl","3",17.21,3,"perctrl","perP04","per"
"354","oid","P04","ctrl","4",20.68,3,"oidctrl","oidP04","oid"
"355","arc","P04","ctrl","7",8.81,3,"arcctrl","arcP04","arc"
"356","pim","P04","ctrl","1",57.28,3,"pimctrl","pimP04","pim"
"357","chi","P04","ctrl","1",24.1,3,"chictrl","chiP04","chi"
"358","lyc","P04","ctrl","1",75.92,3,"lycctrl","lycP04","lyc"
"359","hab","P04","ctrl","1",20.97,3,"habctrl","habP04","hab"
"360","oid","P05","ctrl","3",36.44,3,"oidctrl","oidP05","oid"
"361","sit","P05","ctrl","1",30.41,3,"sitctrl","sitP05","sit"
"362","chi","P05","ctrl","1",30.28,3,"chictrl","chiP05","chi"
"363","lyc","P05","ctrl","1",37.69,3,"lycctrl","lycP05","lyc"
"364","hab","P05","ctrl","1",24.69,3,"habctrl","habP05","hab"
"365","arc","P05","ctrl","1",56.7,3,"arcctrl","arcP05","arc"
"366","pim","P05","ctrl","1",58.08,3,"pimctrl","pimP05","pim"
"367","per","P05","ctrl","7",18.39,3,"perctrl","perP05","per"
"368","chm","P05","ctrl","1",44.84,3,"chmctrl","chmP05","chm"
"369","oid","P06","ctrl","1",78.13,3,"oidctrl","oidP06","oid"
"370","sit","P06","ctrl","1",39.44,3,"sitctrl","sitP06","sit"
"371","chi","P06","ctrl","1",36.27,3,"chictrl","chiP06","chi"
"372","per","P06","ctrl","1",32.89,3,"perctrl","perP06","per"
"373","lyc","P06","ctrl","1",73.52,3,"lycctrl","lycP06","lyc"
"374","pim","P06","ctrl","1",61.36,3,"pimctrl","pimP06","pim"
"375","hab","P06","ctrl","1",24.51,3,"habctrl","habP06","hab"
"376","lyc","P07","ctrl","1",11.87,3,"lycctrl","lycP07","lyc"
"377","chm","P07","ctrl","1",35.06,3,"chmctrl","chmP07","chm"
"378","hab","P07","ctrl","1",27.77,3,"habctrl","habP07","hab"
"379","pim","P07","ctrl","1",58.42,3,"pimctrl","pimP07","pim"
"380","arc","P07","ctrl","7",11.29,3,"arcctrl","arcP07","arc"
"381","sit","P07","ctrl","1",28.63,3,"sitctrl","sitP07","sit"
"382","chi","P07","ctrl","1",48.43,3,"chictrl","chiP07","chi"
"383","per","P07","ctrl","3",31.83,3,"perctrl","perP07","per"
"384","chm","P08","ctrl","1",10.24,3,"chmctrl","chmP08","chm"
"385","pen","P08","ctrl","1",35.76,3,"penctrl","penP08","pen"
"386","hab","P08","ctrl","1",23.36,3,"habctrl","habP08","hab"
"387","sit","P08","ctrl","1",18.52,3,"sitctrl","sitP08","sit"
"388","lyc","P08","ctrl","6",20.3,3,"lycctrl","lycP08","lyc"
"389","per","P08","ctrl","1",36.65,3,"perctrl","perP08","per"
"390","oid","P08","ctrl","2",52.56,3,"oidctrl","oidP08","oid"
"391","pim","P08","ctrl","1",50.22,3,"pimctrl","pimP08","pim"
